Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,Price
2,u,Engel & Völkers,03-09-2016,3.3,28015,2.0,1.0,1.0,50.0,86,2003.0,Usera,14887,722000
2,u,Inmobiliaria Grupo Fincasa,03-09-2016,3.3,28005,2.0,2.0,2.0,50.0,,2000.0,Retiro,14887,930000
1,u,Inmobiliaria Barreras,03-09-2016,3.3,28019,1.0,1.0,1.0,50.0,,,Embajadores,14887,467500
2,u,Alfa Inmobiliaria,03-09-2016,3.3,28004,2.0,1.0,0.0,50.0,,,Carabanchel,14887,475000
3,u,Inmobiliaria La Playa,03-09-2016,1.2,28011,3.0,1.0,1.0,50.0,106,1993.0,Chueca,8400,720000
3,h,Inmobiliaria Interlar,03-09-2016,7.7,28008,3.0,1.0,3.0,690.0,,1950.0,Barajas,1223,1040000
2,u,Inmobiliaria Don Piso,03-09-2016,6.1,28010,2.0,1.0,1.0,50.0,,,Fuencarral-El Pardo,13240,509000
4,h,Remax,03-09-2016,6.1,28016,,,,,,,Villaverde,13240,2400000
1,u,Inmobiliaria Zome,03-09-2016,6.1,28012,1.0,1.0,1.0,50.0,50,1960.0,La Latina,13240,380000
2,u,Inmobiliaria Proincasa,03-09-2016,6.1,28032,,,,,,,Villaverde,13240,502000
3,h,Inmobiliaria Activa,03-09-2016,9.7,28013,3.0,2.0,2.0,662.0,,,San Blas-Canillejas,3284,905000
4,h,Inmobiliaria Activa,03-09-2016,9.7,28032,,,,,,,Chueca,3284,1055000
4,h,Inmobiliaria Interlar,03-09-2016,9.7,28031,,,,,,,Embajadores,3284,1390000
4,h,Inmobiliaria Soluciones,03-09-2016,9.7,28022,4.0,2.0,2.0,699.0,,,Vicálvaro,3284,1052000
3,h,Donpiso,03-09-2016,12.6,28012,,,,,,,Ciudad Universitaria,3755,670000
2,u,Housell,03-09-2016,12.6,28005,2.0,1.0,1.0,79.0,,,Moratalaz,3755,260000
3,h,Inmobiliaria Habita2,03-09-2016,13.3,28016,,,,,,,Chueca,4217,650000
4,h,Redpiso,03-09-2016,13.3,28001,4.0,1.0,1.0,683.0,,,Carabanchel,4217,716000
4,h,Inmobiliaria Soluciones,03-09-2016,13.5,28025,,,,,,,Latina,6763,661000
3,h,Engel & Völkers,03-09-2016,13.5,28027,3.0,1.0,2.0,780.0,,,Moncloa-Aravaca,6763,496000
4,h,Inmobiliaria Interlar,03-09-2016,11.2,28001,4.0,3.0,2.0,596.0,264,1930.0,Cuzco,5457,2440000
3,t,Housell,03-09-2016,11.2,28031,4.0,2.0,2.0,401.0,129,1970.0,Moncloa-Aravaca,5457,1110000
4,h,Housell,03-09-2016,11.2,28028,4.0,3.0,2.0,771.0,312,2000.0,Villa de Vallecas,5457,2128000
3,h,Inmobiliaria Barreras,03-09-2016,11.2,28015,3.0,1.0,2.0,843.0,,,Embajadores,5457,2009000
5,h,Donpiso,03-09-2016,11.2,28022,5.0,3.0,2.0,735.0,235,1920.0,Salamanca,5457,2200000
3,h,Alfa Inmobiliaria,03-09-2016,13.8,28011,4.0,2.0,2.0,649.0,,,Moncloa-Aravaca,5420,1150000
4,h,Inmobiliaria Novo,03-09-2016,13.8,28018,4.0,2.0,2.0,657.0,221,1978.0,Tetuán,5420,1201000
3,u,Redpiso,03-09-2016,6.5,28016,3.0,1.0,1.0,50.0,,,Vicálvaro,8870,510000
4,h,Redpiso,03-09-2016,13.8,28027,4.0,2.0,2.0,626.0,,,Hortaleza,2698,910000
3,h,Housell,03-09-2016,13.8,28030,4.0,2.0,2.0,656.0,183,1990.0,San Blas-Canillejas,2698,960000
3,h,Inmobiliaria Bankia,03-09-2016,14.9,28012,,,,,,,Malasaña,2329,620000
3,t,Inmobiliaria Don Piso,03-09-2016,1.9,28005,3.0,3.0,2.0,50.0,132,1940.0,Paseo de la Castellana,2230,1010000
4,h,Inmobiliaria Grupo Fincasa,03-09-2016,8.0,28012,3.0,2.0,1.0,452.0,,,Embajadores,6380,1325000
4,h,Inmobiliaria Fincas Asesoria,03-09-2016,8.0,28007,4.0,2.0,1.0,320.0,160,1950.0,Retiro,6380,1400000
3,h,Inmobiliaria Habita2,03-09-2016,8.0,28024,,,,,,,Usera,6380,920000
3,h,Look & Find,03-09-2016,8.0,28018,3.0,1.0,1.0,507.0,186,1910.0,Fuencarral-El Pardo,6380,1535000
2,t,Tecnocasa,03-09-2016,8.9,28020,2.0,1.0,1.0,53.0,,,Embajadores,802,500000
2,u,Inmobiliaria Activa,03-09-2016,5.1,28025,2.0,2.0,1.0,50.0,78,2012.0,Carabanchel,4380,580000
3,h,Inmobiliaria Grupo Fincasa,03-09-2016,15.0,28021,,,,,,,Ciudad Universitaria,1369,665000
4,h,Century 21,03-09-2016,15.0,28018,4.0,1.0,1.0,530.0,,,Chamberí,1369,700000
3,h,Idealista,03-09-2016,7.0,28032,3.0,2.0,1.0,448.0,147,1940.0,Puente de Vallecas,6543,1000000
2,u,Redpiso,03-09-2016,7.0,28030,,,,,,,Hortaleza,6543,640000
2,h,Inmobiliaria Activa,03-09-2016,7.0,28032,3.0,1.0,2.0,471.0,103,1950.0,Malasaña,6543,890000
2,h,Vivienda2,03-09-2016,7.0,28027,2.0,1.0,1.0,134.0,,,Centro,6543,760000
3,h,Remax,03-09-2016,7.0,28002,3.0,1.0,0.0,191.0,105,1910.0,Carabanchel,6543,1165000
2,h,Gilmar,03-12-2016,2.5,28029,2.0,1.0,1.0,202.0,inf,,Chamberí,4019,1480000
3,h,Inmobiliaria Barreras,03-12-2016,13.5,28026,3.0,2.0,1.0,50.0,145,1965.0,Chamartín,3464,730000
5,h,Housell,03-12-2016,13.8,28015,5.0,3.0,3.0,729.0,268,2005.0,San Blas-Canillejas,5301,1525000
2,u,Inmobiliaria Barreras,03-12-2016,6.3,28015,2.0,1.0,0.0,861.0,,,Moncloa-Aravaca,4836,550000
3,u,Inmobiliaria La Playa,03-12-2016,6.3,28022,3.0,2.0,2.0,50.0,100,1998.0,Moratalaz,4836,995000
3,t,Redpiso,03-12-2016,6.3,28011,3.0,2.0,2.0,101.0,105,2000.0,Ciudad Universitaria,4836,1205000
3,h,Inmobiliaria Zome,03-12-2016,6.3,28002,,,,,,,La Latina,4836,2675000
3,h,Inmobiliaria Interlar,03-12-2016,6.3,28010,3.0,2.0,2.0,296.0,150,1889.0,Carabanchel,4836,1939000
1,u,Donpiso,03-12-2016,6.3,28010,1.0,1.0,0.0,50.0,,,Embajadores,4836,421500
2,u,Inmobiliaria Interlar,03-12-2016,6.3,28014,,,,,,,Fuencarral-El Pardo,4836,585000
3,h,Tecnocasa,03-12-2016,5.9,28008,3.0,1.0,2.0,298.0,108,1920.0,Malasaña,6567,940000
2,u,Inmobiliaria Novo,03-12-2016,5.9,28006,2.0,1.0,1.0,50.0,62,1980.0,Retiro,6567,467000
3,h,Idealista,03-12-2016,11.0,28017,3.0,2.0,2.0,599.0,220,1930.0,San Blas-Canillejas,3052,1670000
3,t,Inmobiliaria Habita2,03-12-2016,11.0,28005,3.0,2.0,2.0,203.0,,,Ciudad Universitaria,3052,955000
3,t,Redpiso,03-12-2016,11.0,28021,3.0,3.0,4.0,310.0,315,2014.0,Lavapiés,3052,2050000
3,h,Gilmar,03-12-2016,12.2,28030,3.0,1.0,1.0,842.0,,,Malasaña,2894,1250000
3,t,Remax,03-12-2016,10.5,28019,3.0,3.0,1.0,557.0,181,2017.0,Retiro,4502,851000
2,u,Vivienda2,03-12-2016,6.6,28016,2.0,1.0,2.0,50.0,61,1965.0,Arganzuela,2952,410000
3,u,Vivienda2,03-12-2016,9.7,28012,3.0,2.0,2.0,206.0,112,1998.0,Paseo de la Castellana,5682,1070000
4,h,Redpiso,03-12-2016,9.7,28027,,,,,,,Chamartín,5682,2200000
4,h,Inmobiliaria MetroCuadrado,03-12-2016,9.7,28006,,,,,,,Cuzco,5682,2290000
5,h,Donpiso,03-12-2016,9.7,28013,5.0,3.0,2.0,715.0,420,2009.0,Ciudad Universitaria,5682,2570000
4,h,Inmobiliaria Zome,03-12-2016,9.7,28007,4.0,2.0,2.0,744.0,226,1985.0,Villa de Vallecas,5682,2400000
3,h,Donpiso,03-12-2016,9.7,28015,3.0,3.0,2.0,651.0,266,,Hortaleza,5682,2200000
5,h,Century 21,03-12-2016,9.7,28011,5.0,5.0,2.0,651.0,410,,Moncloa-Aravaca,5682,3250000
2,u,Inmobiliaria Zome,03-12-2016,9.7,28008,2.0,1.0,1.0,122.0,97,1977.0,San Blas-Canillejas,5682,806000
6,h,Inmobiliaria Bankia,03-12-2016,9.7,28023,6.0,4.0,7.0,2051.0,449,1935.0,Latina,5682,4000000
2,h,Inmobiliaria Habita2,03-12-2016,9.7,28001,2.0,2.0,2.0,50.0,,,Chamberí,5682,1215000
5,h,Vivienda2,03-12-2016,9.7,28004,5.0,3.0,2.0,600.0,356,2006.0,Chueca,5682,2250000
7,h,Tecnocasa,03-12-2016,9.2,28016,7.0,2.0,0.0,942.0,,,Usera,7809,1350000
4,h,Inmobiliaria Bankia,03-12-2016,9.2,28025,4.0,2.0,2.0,647.0,185,1955.0,Vicálvaro,7809,1905000
5,h,Inmobiliaria Gicoc,03-12-2016,9.2,28006,5.0,4.0,2.0,760.0,477,2015.0,San Blas-Canillejas,7809,3300000
4,h,Inmobiliaria MetroCuadrado,03-12-2016,9.2,28018,4.0,2.0,2.0,642.0,215,1955.0,Lavapiés,7809,1900000
3,h,Inmobiliaria MetroCuadrado,03-12-2016,9.2,28004,3.0,1.0,2.0,888.0,137,1950.0,Vicálvaro,7809,2251000
3,h,Engel & Völkers,03-12-2016,9.2,28006,,,,,,,Ciudad Universitaria,7809,2160000
4,h,Inmobiliaria MetroCuadrado,03-12-2016,9.2,28002,4.0,2.0,2.0,750.0,214,1950.0,Cuzco,7809,2205000
3,h,Remax,03-12-2016,9.2,28031,3.0,2.0,1.0,347.0,160,2011.0,San Blas-Canillejas,7809,1265000
2,h,Inmobiliaria Don Piso,03-12-2016,13.0,28004,2.0,1.0,4.0,730.0,,,Vicálvaro,6795,1550000
4,h,Inmobiliaria Don Piso,03-12-2016,13.0,28001,4.0,1.0,4.0,786.0,,,Salamanca,6795,1420000
3,h,Inmobiliaria MetroCuadrado,03-12-2016,13.0,28029,3.0,2.0,2.0,613.0,143,1960.0,Moncloa-Aravaca,6795,1425000
2,t,Inmobiliaria Soluciones,03-12-2016,13.0,28015,2.0,1.0,1.0,140.0,250,1970.0,Latina,6795,851000
2,u,Gilmar,03-12-2016,13.9,28001,2.0,1.0,2.0,281.0,95,2002.0,Cuzco,10969,746000
4,t,Redpiso,03-12-2016,13.9,28020,,,,,,,La Latina,10969,1250000
1,u,Inmobiliaria Habita2,03-12-2016,13.9,28014,1.0,1.0,1.0,105.0,,,Cuzco,10969,580000
3,t,Inmobiliaria Bankia,03-12-2016,13.9,28031,,,,,,,San Blas-Canillejas,10969,913788
5,h,Inmobiliaria Activa,03-12-2016,13.9,28021,5.0,2.0,2.0,683.0,190,1960.0,San Blas-Canillejas,10969,1275000
4,t,Inmobiliaria Gicoc,03-12-2016,13.9,28032,,,,,,,Moncloa-Aravaca,10969,1200000
4,h,Remax,03-12-2016,13.9,28010,,,,,,,Usera,10969,515000
3,h,Century 21,03-12-2016,13.9,28013,3.0,1.0,2.0,603.0,,,San Blas-Canillejas,10969,1206000
4,h,Inmobiliaria Proincasa,03-12-2016,13.9,28032,,,,,,,Ciudad Universitaria,10969,950000
4,h,Inmobiliaria La Playa,03-12-2016,11.2,28012,4.0,2.0,2.0,436.0,,,Cuzco,10579,1830000
3,t,Inmobiliaria Habita2,03-12-2016,11.2,28011,,,,,,,Centro,10579,1300000
4,h,Inmobiliaria Soluciones,03-12-2016,11.2,28014,4.0,3.0,2.0,836.0,284,1960.0,Hortaleza,10579,3695000
2,u,Donpiso,03-12-2016,11.2,28021,2.0,1.0,2.0,50.0,70,1970.0,Arganzuela,10579,536000
4,h,Inmobiliaria Habita2,03-12-2016,11.2,28026,4.0,3.0,2.0,742.0,247,1900.0,Villaverde,10579,3700000
4,h,Inmobiliaria Bankia,03-12-2016,11.2,28008,4.0,3.0,2.0,745.0,,,Fuencarral-El Pardo,10579,3775000
3,h,Inmobiliaria MetroCuadrado,03-12-2016,11.2,28024,3.0,1.0,2.0,432.0,122,1930.0,Moncloa-Aravaca,10579,1975000
4,t,Inmobiliaria Barreras,03-12-2016,10.7,28021,,,,,,,Chamartín,6938,1525000
4,h,Redpiso,03-12-2016,10.7,28023,4.0,3.0,2.0,618.0,213,2008.0,Villaverde,6938,1310000
3,u,Inmobiliaria Interlar,03-12-2016,10.7,28028,,,,,,,Embajadores,6938,1465000
2,h,Redpiso,03-12-2016,10.7,28028,2.0,1.0,2.0,443.0,,,Chamberí,6938,1250000
4,h,Redpiso,03-12-2016,10.7,28007,4.0,2.0,2.0,674.0,183,1950.0,Embajadores,6938,2504000
2,u,Inmobiliaria Don Piso,03-12-2016,10.7,28021,2.0,1.0,1.0,50.0,,,Tetuán,6938,700000
2,u,Idealista,03-12-2016,10.7,28018,2.0,1.0,3.0,305.0,,1970.0,Malasaña,6938,750000
4,h,Inmobiliaria Bankia,03-12-2016,5.2,28025,4.0,3.0,1.0,238.0,93,1910.0,Villa de Vallecas,11918,1802500
4,h,Inmobiliaria NuevaVida,03-12-2016,5.2,28031,4.0,3.0,1.0,365.0,209,1890.0,Centro,11918,1500000
2,u,Inmobiliaria Activa,03-12-2016,5.9,28021,2.0,1.0,1.0,50.0,,1980.0,Usera,7082,320000
3,h,Gilmar,03-12-2016,5.9,28008,3.0,1.0,1.0,50.0,119,1920.0,Barajas,7082,1190000
4,t,Alfa Inmobiliaria,03-12-2016,11.8,28031,,,,,,,Ciudad Lineal,4480,930000
4,h,Inmobiliaria Fincas Asesoria,03-12-2016,11.8,28004,4.0,3.0,2.0,410.0,,2012.0,Lavapiés,4480,1505000
3,t,Idealista,03-12-2016,11.8,28028,,,,,,,Villaverde,4480,790000
3,h,Inmobiliaria Soluciones,03-12-2016,11.7,28005,3.0,1.0,2.0,697.0,,,Embajadores,5678,1390000
3,h,Inmobiliaria Bankia,03-12-2016,11.7,28016,3.0,1.0,2.0,773.0,,1960.0,La Latina,5678,1300000
4,h,Inmobiliaria Gicoc,03-12-2016,11.7,28015,4.0,2.0,2.0,1145.0,111,1960.0,Chueca,5678,1890000
3,u,Donpiso,03-12-2016,11.7,28021,3.0,2.0,2.0,265.0,130,2000.0,Tetuán,5678,1022500
3,h,Century 21,03-12-2016,11.7,28020,3.0,1.0,1.0,662.0,,,Centro,5678,1250000
2,u,Donpiso,03-12-2016,7.8,28015,2.0,1.0,2.0,50.0,,1940.0,Embajadores,8920,1017000
2,u,Inmobiliaria Don Piso,03-12-2016,7.8,28024,2.0,1.0,1.0,137.0,87,1970.0,Arganzuela,8920,729000
5,h,Tecnocasa,03-12-2016,7.8,28032,5.0,4.0,1.0,708.0,348,1940.0,Moratalaz,8920,2600000
3,h,Inmobiliaria Fincas Asesoria,03-12-2016,7.8,28008,3.0,2.0,2.0,305.0,189,1998.0,Embajadores,8920,1650000
3,h,Inmobiliaria Fincas Asesoria,03-12-2016,9.0,28032,3.0,1.0,1.0,459.0,130,1920.0,Centro,3265,1587500
2,u,Redpiso,03-12-2016,11.4,28023,2.0,1.0,1.0,73.0,61,1970.0,Barajas,7822,600000
3,h,Inmobiliaria MetroCuadrado,03-12-2016,11.4,28027,3.0,1.0,2.0,425.0,166,1960.0,Chamberí,7822,1295000
4,h,Idealista,03-12-2016,11.4,28027,4.0,2.0,0.0,365.0,,1919.0,Barajas,7822,1275000
3,h,Inmobiliaria Zome,03-12-2016,11.4,28023,3.0,1.0,1.0,808.0,,,Tetuán,7822,1620000
4,t,Look & Find,03-12-2016,8.9,28029,4.0,3.0,2.0,812.0,,,San Blas-Canillejas,2379,1600000
5,h,Inmobiliaria Zome,03-12-2016,8.9,28023,5.0,2.0,2.0,593.0,,,Barajas,2379,1665000
3,h,Inmobiliaria Zome,03-12-2016,9.3,28026,3.0,1.0,2.0,451.0,121,1960.0,Chamartín,5051,1460000
1,u,Inmobiliaria Tecnorete,03-12-2016,9.3,28027,1.0,1.0,1.0,50.0,44,1960.0,Embajadores,5051,275500
4,h,Inmobiliaria Fincas Asesoria,03-12-2016,13.6,28008,4.0,2.0,2.0,600.0,,,Latina,3582,1507000
1,u,Inmobiliaria Tecnorete,03-12-2016,3.4,28011,,,,,,,Tetuán,2954,340000
2,t,Inmobiliaria Habita2,03-12-2016,7.8,28011,,,,,,,San Blas-Canillejas,11204,655000
3,h,Inmobiliaria Soluciones,03-12-2016,7.8,28021,3.0,1.0,0.0,702.0,108,1950.0,Villaverde,11204,680000
4,h,Inmobiliaria MetroCuadrado,03-12-2016,7.8,28022,4.0,1.0,2.0,596.0,,,Salamanca,11204,1221000
2,t,Inmobiliaria Bankia,03-12-2016,7.8,28028,2.0,2.0,1.0,50.0,176,2010.0,Lavapiés,11204,807000
3,h,Redpiso,03-12-2016,7.8,28001,3.0,1.0,2.0,371.0,,,Centro,11204,790000
4,h,Inmobiliaria Grupo Fincasa,03-12-2016,7.8,28018,4.0,2.0,1.0,295.0,,,Retiro,11204,955000
2,t,Inmobiliaria Zome,03-12-2016,7.8,28028,,,,,,,Embajadores,11204,480000
3,h,Inmobiliaria Don Piso,03-12-2016,9.2,28010,,,,,,,Lavapiés,3445,751000
4,h,Inmobiliaria NuevaVida,03-12-2016,9.2,28028,4.0,2.0,2.0,661.0,,,Puente de Vallecas,3445,895000
3,h,Inmobiliaria Zome,03-12-2016,9.2,28005,3.0,1.0,0.0,404.0,98,1950.0,Hortaleza,3445,655000
3,h,Tecnocasa,03-12-2016,1.6,28019,3.0,1.0,0.0,167.0,,1900.0,Tetuán,4553,1260000
3,h,Inmobiliaria Fincas Asesoria,03-12-2016,13.9,28001,3.0,1.0,4.0,727.0,123,1970.0,Puente de Vallecas,9028,1403000
4,h,Tecnocasa,03-12-2016,13.9,28020,4.0,2.0,0.0,725.0,,,Puente de Vallecas,9028,1408000
4,t,Inmobiliaria MetroCuadrado,03-12-2016,13.9,28024,4.0,2.0,2.0,242.0,,,Puente de Vallecas,9028,855000
3,h,Inmobiliaria NuevaVida,03-12-2016,13.9,28029,3.0,1.0,1.0,638.0,115,1970.0,La Latina,9028,1450000
5,h,Inmobiliaria Don Piso,03-12-2016,13.9,28029,5.0,2.0,2.0,660.0,,,Lavapiés,9028,1461800
4,h,Tecnocasa,03-12-2016,13.9,28029,4.0,1.0,2.0,658.0,138,1975.0,Embajadores,9028,1396000
3,h,Inmobiliaria Fincas Asesoria,03-12-2016,8.5,28029,3.0,2.0,2.0,447.0,181,1920.0,Ciudad Universitaria,4898,1625000
2,h,Inmobiliaria Barreras,03-12-2016,8.5,28023,2.0,1.0,1.0,221.0,,,Hortaleza,4898,906000
4,h,Tecnocasa,03-12-2016,8.5,28006,4.0,2.0,0.0,147.0,159,1910.0,Arganzuela,4898,1100000
1,u,Tecnocasa,03-12-2016,7.7,28010,1.0,1.0,0.0,50.0,,,Lavapiés,8989,392500
2,u,Remax,03-12-2016,7.7,28001,2.0,1.0,1.0,50.0,79,1970.0,Retiro,8989,507000
2,u,Look & Find,03-12-2016,7.7,28002,2.0,1.0,1.0,553.0,83,1960.0,Chamberí,8989,525000
3,h,Inmobiliaria Novo,03-12-2016,7.7,28031,3.0,1.0,2.0,463.0,,,Villaverde,8989,2116000
2,u,Donpiso,03-12-2016,7.7,28014,2.0,1.0,1.0,50.0,71,1930.0,Puente de Vallecas,8989,750000
1,u,Look & Find,03-12-2016,7.7,28016,1.0,1.0,1.0,50.0,60,2001.0,Lavapiés,8989,510000
2,u,Look & Find,03-12-2016,7.7,28031,2.0,1.0,0.0,50.0,,,Cuzco,8989,599999
1,u,Engel & Völkers,03-12-2016,7.7,28016,1.0,1.0,0.0,50.0,33,1930.0,Salamanca,8989,300000
3,h,Gilmar,03-12-2016,8.0,28017,3.0,1.0,1.0,445.0,,,Chamartín,9264,980000
2,u,Inmobiliaria Interlar,03-12-2016,8.0,28006,,,,,,,Ciudad Lineal,9264,531500
3,h,Alfa Inmobiliaria,03-12-2016,8.0,28028,3.0,1.0,3.0,688.0,105,1930.0,Centro,9264,1295000
4,h,Inmobiliaria La Playa,03-12-2016,8.0,28021,4.0,1.0,2.0,733.0,,,Moratalaz,9264,1900000
2,t,Idealista,03-12-2016,8.0,28008,2.0,1.0,2.0,752.0,89,1990.0,Villa de Vallecas,9264,595000
3,h,Inmobiliaria Gicoc,03-12-2016,5.8,28014,3.0,1.0,2.0,309.0,110,2000.0,Chamartín,2970,1350000
2,u,Redpiso,03-12-2016,4.4,28024,2.0,1.0,1.0,50.0,60,1970.0,Puente de Vallecas,3593,365000
2,t,Inmobiliaria Bankia,03-12-2016,4.4,28032,,,,,,,Puente de Vallecas,3593,553000
4,h,Idealista,03-12-2016,6.4,28018,4.0,2.0,1.0,319.0,130,1915.0,Cuzco,7570,1225000
2,u,Inmobiliaria Soluciones,03-12-2016,6.4,28023,2.0,1.0,1.0,50.0,,,Centro,7570,431000
3,h,Donpiso,03-12-2016,6.4,28018,3.0,1.0,1.0,292.0,98,1900.0,Puente de Vallecas,7570,1003000
3,h,Vivienda2,03-12-2016,6.4,28017,3.0,1.0,0.0,164.0,93,1900.0,Arganzuela,7570,840000
3,h,Inmobiliaria Soluciones,03-12-2016,6.4,28010,3.0,2.0,0.0,497.0,156,1890.0,Tetuán,7570,1362000
4,h,Vivienda2,03-12-2016,6.4,28025,4.0,2.0,1.0,154.0,161,2007.0,Embajadores,7570,977000
4,h,Inmobiliaria Bankia,03-12-2016,9.2,28014,4.0,2.0,2.0,868.0,217,1930.0,Embajadores,10412,1800000
1,u,Inmobiliaria Activa,03-12-2016,9.2,28029,,,,,,,Chamartín,10412,350000
3,h,Inmobiliaria Barreras,03-12-2016,9.2,28025,,,,,,,Cuzco,10412,2260000
3,t,Inmobiliaria NuevaVida,03-12-2016,9.2,28023,,,,,,,Arganzuela,10412,1753000
4,h,Inmobiliaria La Playa,03-12-2016,9.2,28012,4.0,2.0,1.0,739.0,183,2002.0,Villa de Vallecas,10412,1998000
3,h,Vivienda2,03-12-2016,13.0,28013,3.0,1.0,3.0,640.0,144,1960.0,Puente de Vallecas,8870,610000
3,h,Inmobiliaria Gicoc,03-12-2016,13.0,28013,3.0,1.0,1.0,336.0,,,Chamartín,8870,500000
3,h,Inmobiliaria Novo,03-12-2016,13.0,28002,,,,,,,Malasaña,8870,800000
3,h,Housell,03-12-2016,13.0,28002,3.0,1.0,2.0,766.0,127,1965.0,Paseo de la Castellana,8870,806500
5,h,Alfa Inmobiliaria,03-12-2016,13.0,28024,5.0,3.0,2.0,700.0,,,Ciudad Universitaria,8870,1150000
2,h,Inmobiliaria Fincas Asesoria,03-12-2016,12.1,28002,2.0,1.0,1.0,394.0,98,1950.0,Cuzco,2606,610000
3,h,Inmobiliaria Gicoc,03-12-2016,12.1,28018,3.0,1.0,1.0,604.0,112,1970.0,Barajas,2606,630000
4,h,Inmobiliaria Gicoc,03-12-2016,12.1,28019,4.0,3.0,5.0,591.0,268,2010.0,Barajas,2606,870000
2,h,Donpiso,03-12-2016,13.7,28011,,,,,,,Chamberí,5454,1871000
4,h,Inmobiliaria Novo,03-12-2016,13.7,28029,4.0,2.0,3.0,688.0,187,1925.0,Fuencarral-El Pardo,5454,2140000
4,h,Inmobiliaria MetroCuadrado,03-12-2016,13.7,28012,4.0,2.0,2.0,607.0,242,2011.0,Lavapiés,5454,1600000
3,t,Inmobiliaria NuevaVida,03-12-2016,13.7,28008,3.0,2.0,3.0,1402.0,,,Salamanca,5454,2200000
3,h,Inmobiliaria Bankia,03-12-2016,13.7,28019,3.0,1.0,2.0,289.0,109,1998.0,Ciudad Universitaria,5454,1003500
2,u,Vivienda2,03-12-2016,13.7,28006,2.0,1.0,1.0,50.0,85,1965.0,Puente de Vallecas,5454,802000
4,t,Housell,03-12-2016,13.7,28007,4.0,1.0,1.0,692.0,,,Arganzuela,5454,1500000
4,h,Inmobiliaria MetroCuadrado,03-12-2016,13.7,28024,4.0,2.0,2.0,664.0,,,Usera,5454,1686500
3,h,Idealista,03-12-2016,4.6,28028,3.0,2.0,3.0,1038.0,,,Chamberí,11308,5100000
4,h,Housell,03-12-2016,4.6,28032,4.0,2.0,1.0,336.0,235,1905.0,Cuzco,11308,2670000
3,h,Inmobiliaria Soluciones,03-12-2016,4.6,28022,3.0,1.0,0.0,228.0,116,,Tetuán,11308,1480000
1,u,Inmobiliaria NuevaVida,03-12-2016,4.6,28030,1.0,1.0,1.0,50.0,53,1950.0,Embajadores,11308,348000
1,u,Idealista,03-12-2016,4.6,28029,1.0,1.0,0.0,50.0,,,Paseo de la Castellana,11308,320000
3,u,Inmobiliaria Novo,03-12-2016,4.6,28027,3.0,1.0,1.0,181.0,122,1969.0,Chueca,11308,1189000
3,h,Remax,03-12-2016,9.4,28010,3.0,1.0,1.0,523.0,87,1960.0,Latina,2674,560000
2,h,Inmobiliaria La Playa,03-12-2016,9.4,28030,2.0,1.0,3.0,602.0,,,Ciudad Universitaria,2674,735000
3,h,Tecnocasa,03-12-2016,13.0,28008,,,,,,,Embajadores,3145,1490000
3,h,Inmobiliaria Don Piso,03-12-2016,13.0,28012,3.0,1.0,1.0,705.0,128,1920.0,Malasaña,3145,1340000
2,u,Inmobiliaria Activa,03-12-2016,7.9,28025,2.0,1.0,1.0,50.0,,1970.0,Villaverde,5549,430000
1,u,Inmobiliaria Habita2,03-12-2016,7.9,28016,1.0,1.0,0.0,75.0,,1970.0,Vicálvaro,5549,460000
4,h,Engel & Völkers,03-12-2016,7.9,28013,4.0,3.0,2.0,610.0,,,Ciudad Universitaria,5549,1601000
4,h,Century 21,03-12-2016,15.0,28019,4.0,2.0,2.0,558.0,,,Chamberí,1202,740000
3,t,Inmobiliaria Tecnorete,03-12-2016,12.8,28006,3.0,2.0,1.0,331.0,201,2010.0,Centro,5629,770000
3,t,Donpiso,03-12-2016,12.8,28002,3.0,2.0,1.0,184.0,,2012.0,Latina,5629,480000
3,h,Gilmar,03-12-2016,12.8,28002,3.0,1.0,2.0,610.0,,1974.0,Vicálvaro,5629,590000
4,h,Inmobiliaria Soluciones,03-12-2016,12.8,28007,4.0,2.0,1.0,289.0,125,2011.0,Embajadores,5629,900000
2,h,Tecnocasa,03-12-2016,4.2,28021,2.0,1.0,0.0,150.0,,,Chamberí,5263,775000
2,u,Inmobiliaria Zome,03-12-2016,5.6,28028,2.0,2.0,1.0,50.0,,,Moncloa-Aravaca,10331,562500
2,u,Inmobiliaria Novo,03-12-2016,5.6,28019,2.0,1.0,1.0,50.0,12,,Centro,10331,520000
4,h,Gilmar,03-12-2016,5.6,28019,,,,,,,La Latina,10331,2250000
5,h,Inmobiliaria Proincasa,03-12-2016,5.6,28007,5.0,3.0,2.0,853.0,,1930.0,Barajas,10331,4350000
2,u,Inmobiliaria Soluciones,03-12-2016,9.2,28020,2.0,1.0,1.0,1972.0,63,1960.0,Lavapiés,3873,275000
2,h,Inmobiliaria Habita2,03-12-2016,9.2,28029,2.0,1.0,0.0,163.0,69,1920.0,Salamanca,3873,711000
3,t,Inmobiliaria Don Piso,03-12-2016,9.2,28030,3.0,2.0,2.0,214.0,,,Arganzuela,3873,640000
2,u,Tecnocasa,03-12-2016,7.4,28005,,,,,,,Ciudad Universitaria,4675,2660000
3,u,Inmobiliaria Don Piso,03-12-2016,11.2,28008,3.0,1.0,2.0,317.0,,1940.0,Lavapiés,8801,980000
4,h,Inmobiliaria MetroCuadrado,03-12-2016,11.2,28026,,,,,,,Latina,8801,2055000
